,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG,IV,Total,driver,kart,tire,glider
155105818151616566314,15.0,5.0,10.0,5.0,8.0,18.0,15.0,16.0,16.0,5.0,6.0,6.0,3,14,142.0,1006001010101000006,3134424323513,40122431222105,12202001111020
164105719151617566215,16.0,4.0,10.0,5.0,7.0,19.0,15.0,16.0,17.0,5.0,6.0,6.0,2,15,143.0,1006001010101000006,3134424323513,40122431222105,21201101211011
14596818161616557315,14.0,5.0,9.0,6.0,8.0,18.0,16.0,16.0,16.0,5.0,5.0,7.0,3,15,143.0,1006001010101000006,3134424323514,40122431222105,2112011110120
15496719161517557216,15.0,4.0,9.0,6.0,7.0,19.0,16.0,15.0,17.0,5.0,5.0,7.0,2,16,143.0,1006001010101000006,3134424323514,40122431222105,11111110210111
155105818151616566315,15.0,5.0,10.0,5.0,8.0,18.0,15.0,16.0,16.0,5.0,6.0,6.0,3,15,143.0,1006001010101000006,3134424323514,40122431222105,12202001111020
164105719151617566216,16.0,4.0,10.0,5.0,7.0,19.0,15.0,16.0,17.0,5.0,6.0,6.0,2,16,144.0,1006001010101000006,3134424323514,40122431222105,21201101211011
1471111917151715346414,14.0,7.0,11.0,11.0,9.0,17.0,15.0,17.0,15.0,3.0,4.0,6.0,4,14,147.0,1006001010101000006,3134424323513,42373322101015,2112011110120
1561111818151616346315,15.0,6.0,11.0,11.0,8.0,18.0,15.0,16.0,16.0,3.0,4.0,6.0,3,15,147.0,1006001010101000006,3134424323513,42373322101015,11111110210111
1571210917141715355414,15.0,7.0,12.0,10.0,9.0,17.0,14.0,17.0,15.0,3.0,5.0,5.0,4,14,147.0,1006001010101000006,3134424323513,42373322101015,12202001111020
1661210818141716355315,16.0,6.0,12.0,10.0,8.0,18.0,14.0,17.0,16.0,3.0,5.0,5.0,3,15,148.0,1006001010101000006,3134424323513,42373322101015,21201101211011
1471111917151715346415,14.0,7.0,11.0,11.0,9.0,17.0,15.0,17.0,15.0,3.0,4.0,6.0,4,15,148.0,1006001010101000006,3134424323514,42373322101015,2112011110120
1561111818151616346316,15.0,6.0,11.0,11.0,8.0,18.0,15.0,16.0,16.0,3.0,4.0,6.0,3,16,148.0,1006001010101000006,3134424323514,42373322101015,11111110210111
1571210917141715355415,15.0,7.0,12.0,10.0,9.0,17.0,14.0,17.0,15.0,3.0,5.0,5.0,4,15,148.0,1006001010101000006,3134424323514,42373322101015,12202001111020
1661210818141716355316,16.0,6.0,12.0,10.0,8.0,18.0,14.0,17.0,16.0,3.0,5.0,5.0,3,16,149.0,1006001010101000006,3134424323514,42373322101015,21201101211011
10111181213131514991389,10.0,11.0,11.0,8.0,12.0,13.0,13.0,15.0,14.0,9.0,9.0,13.0,8,9,155.0,101811888833333,3134424323513,5135122233423,2112011110120
111011811141314159913710,11.0,10.0,11.0,8.0,11.0,14.0,13.0,14.0,15.0,9.0,9.0,13.0,7,10,155.0,101811888833333,3134424323513,5135122233423,11111110210111
111112712131215149101289,11.0,11.0,12.0,7.0,12.0,13.0,12.0,15.0,14.0,9.0,10.0,12.0,8,9,155.0,101811888833333,3134424323513,5135122233423,12202001111020
1210127111412151591012710,12.0,10.0,12.0,7.0,11.0,14.0,12.0,15.0,15.0,9.0,10.0,12.0,7,10,156.0,101811888833333,3134424323513,5135122233423,21201101211011
10121091312141315101013106,10.0,12.0,10.0,9.0,13.0,12.0,14.0,13.0,15.0,10.0,10.0,13.0,10,6,157.0,101811888833333,3134424323513,6046030344440,2112011110120
1111109121314121610101397,11.0,11.0,10.0,9.0,12.0,13.0,14.0,12.0,16.0,10.0,10.0,13.0,9,7,157.0,101811888833333,3134424323513,6046030344440,11111110210111
11121181312131315101112106,11.0,12.0,11.0,8.0,13.0,12.0,13.0,13.0,15.0,10.0,11.0,12.0,10,6,157.0,101811888833333,3134424323513,6046030344440,12202001111020
1211118121313131610111297,12.0,11.0,11.0,8.0,12.0,13.0,13.0,13.0,16.0,10.0,11.0,12.0,9,7,158.0,101811888833333,3134424323513,6046030344440,21201101211011
1110121112131214168711910,11.0,10.0,12.0,11.0,12.0,13.0,12.0,14.0,16.0,8.0,7.0,11.0,9,10,156.0,101811888833333,3134424323513,14265111421234,2112011110120
129121111141213178711811,12.0,9.0,12.0,11.0,11.0,14.0,12.0,13.0,17.0,8.0,7.0,11.0,8,11,156.0,101811888833333,3134424323513,14265111421234,11111110210111
1210131012131114168810910,12.0,10.0,13.0,10.0,12.0,13.0,11.0,14.0,16.0,8.0,8.0,10.0,9,10,156.0,101811888833333,3134424323513,14265111421234,12202001111020
139131011141114178810811,13.0,9.0,13.0,10.0,11.0,14.0,11.0,14.0,17.0,8.0,8.0,10.0,8,11,157.0,101811888833333,3134424323513,14265111421234,21201101211011
1110121112131214168711912,11.0,10.0,12.0,11.0,12.0,13.0,12.0,14.0,16.0,8.0,7.0,11.0,9,12,158.0,101811888833333,3134424323513,14265111421236,2112011110120
129121111141213178711813,12.0,9.0,12.0,11.0,11.0,14.0,12.0,13.0,17.0,8.0,7.0,11.0,8,13,158.0,101811888833333,3134424323513,14265111421236,11111110210111
1210131012131114168810912,12.0,10.0,13.0,10.0,12.0,13.0,11.0,14.0,16.0,8.0,8.0,10.0,9,12,158.0,101811888833333,3134424323513,14265111421236,12202001111020
139131011141114178810813,13.0,9.0,13.0,10.0,11.0,14.0,11.0,14.0,17.0,8.0,8.0,10.0,8,13,159.0,101811888833333,3134424323513,14265111421236,21201101211011
12814610151317141010121011,12.0,8.0,14.0,6.0,10.0,15.0,13.0,17.0,14.0,10.0,10.0,12.0,10,11,162.0,101811888833333,3134424323513,22413324244345,2112011110120
137146916131615101012912,13.0,7.0,14.0,6.0,9.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9,12,162.0,101811888833333,3134424323513,22413324244345,11111110210111
13815510151217141011111011,13.0,8.0,15.0,5.0,10.0,15.0,12.0,17.0,14.0,10.0,11.0,11.0,10,11,162.0,101811888833333,3134424323513,22413324244345,12202001111020
147155916121715101111912,14.0,7.0,15.0,5.0,9.0,16.0,12.0,17.0,15.0,10.0,11.0,11.0,9,12,163.0,101811888833333,3134424323513,22413324244345,21201101211011
1210121011141415159912910,12.0,10.0,12.0,10.0,11.0,14.0,14.0,15.0,15.0,9.0,9.0,12.0,9,10,162.0,101811888833333,3134424323513,24254232333334,2112011110120
139121010151414169912811,13.0,9.0,12.0,10.0,10.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8,11,162.0,101811888833333,3134424323513,24254232333334,11111110210111
1310139111413151591011910,13.0,10.0,13.0,9.0,11.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9,10,162.0,101811888833333,3134424323513,24254232333334,12202001111020
149139101513151691011811,14.0,9.0,13.0,9.0,10.0,15.0,13.0,15.0,16.0,9.0,10.0,11.0,8,11,163.0,101811888833333,3134424323513,24254232333334,21201101211011
1210121011141415159912911,12.0,10.0,12.0,10.0,11.0,14.0,14.0,15.0,15.0,9.0,9.0,12.0,9,11,163.0,101811888833333,3134424323514,24254232333334,2112011110120
139121010151414169912812,13.0,9.0,12.0,10.0,10.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8,12,163.0,101811888833333,3134424323514,24254232333334,11111110210111
1310139111413151591011911,13.0,10.0,13.0,9.0,11.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9,11,163.0,101811888833333,3134424323514,24254232333334,12202001111020
149139101513151691011812,14.0,9.0,13.0,9.0,10.0,15.0,13.0,15.0,16.0,9.0,10.0,11.0,8,12,164.0,101811888833333,3134424323514,24254232333334,21201101211011
1371459161117128611711,13.0,7.0,14.0,5.0,9.0,16.0,11.0,17.0,12.0,8.0,6.0,11.0,7,11,147.0,101811888833333,3134424323513,31402404020215,2112011110120
1461458171116138611612,14.0,6.0,14.0,5.0,8.0,17.0,11.0,16.0,13.0,8.0,6.0,11.0,6,12,147.0,101811888833333,3134424323513,31402404020215,11111110210111
1471549161017128710711,14.0,7.0,15.0,4.0,9.0,16.0,10.0,17.0,12.0,8.0,7.0,10.0,7,11,147.0,101811888833333,3134424323513,31402404020215,12202001111020
1561548171017138710612,15.0,6.0,15.0,4.0,8.0,17.0,10.0,17.0,13.0,8.0,7.0,10.0,6,12,148.0,101811888833333,3134424323513,31402404020215,21201101211011
139131110151515137711811,13.0,9.0,13.0,11.0,10.0,15.0,15.0,15.0,13.0,7.0,7.0,11.0,8,11,158.0,101811888833333,3134424323513,33363342111225,2112011110120
14813119161514147711712,14.0,8.0,13.0,11.0,9.0,16.0,15.0,14.0,14.0,7.0,7.0,11.0,7,12,158.0,101811888833333,3134424323513,33363342111225,11111110210111
149141010151415137810811,14.0,9.0,14.0,10.0,10.0,15.0,14.0,15.0,13.0,7.0,8.0,10.0,8,11,158.0,101811888833333,3134424323513,33363342111225,12202001111020
15814109161415147810712,15.0,8.0,14.0,10.0,9.0,16.0,14.0,15.0,14.0,7.0,8.0,10.0,7,12,159.0,101811888833333,3134424323513,33363342111225,21201101211011
139131110151515137711812,13.0,9.0,13.0,11.0,10.0,15.0,15.0,15.0,13.0,7.0,7.0,11.0,8,12,159.0,101811888833333,3134424323514,33363342111225,2112011110120
14813119161514147711713,14.0,8.0,13.0,11.0,9.0,16.0,15.0,14.0,14.0,7.0,7.0,11.0,7,13,159.0,101811888833333,3134424323514,33363342111225,11111110210111
149141010151415137810812,14.0,9.0,14.0,10.0,10.0,15.0,14.0,15.0,13.0,7.0,8.0,10.0,8,12,159.0,101811888833333,3134424323514,33363342111225,12202001111020
15814109161415147810713,15.0,8.0,14.0,10.0,9.0,16.0,14.0,15.0,14.0,7.0,8.0,10.0,7,13,160.0,101811888833333,3134424323514,33363342111225,21201101211011
1461179161414148810611,14.0,6.0,11.0,7.0,9.0,16.0,14.0,14.0,14.0,8.0,8.0,10.0,6,11,148.0,101811888833333,3134424323513,40122431222105,2112011110120
1551178171413158810512,15.0,5.0,11.0,7.0,8.0,17.0,14.0,13.0,15.0,8.0,8.0,10.0,5,12,148.0,101811888833333,3134424323513,40122431222105,11111110210111
156126916131414899611,15.0,6.0,12.0,6.0,9.0,16.0,13.0,14.0,14.0,8.0,9.0,9.0,6,11,148.0,101811888833333,3134424323513,40122431222105,12202001111020
165126817131415899512,16.0,5.0,12.0,6.0,8.0,17.0,13.0,14.0,15.0,8.0,9.0,9.0,5,12,149.0,101811888833333,3134424323513,40122431222105,21201101211011
1461179161414148810612,14.0,6.0,11.0,7.0,9.0,16.0,14.0,14.0,14.0,8.0,8.0,10.0,6,12,149.0,101811888833333,3134424323514,40122431222105,2112011110120
1551178171413158810513,15.0,5.0,11.0,7.0,8.0,17.0,14.0,13.0,15.0,8.0,8.0,10.0,5,13,149.0,101811888833333,3134424323514,40122431222105,11111110210111
156126916131414899612,15.0,6.0,12.0,6.0,9.0,16.0,13.0,14.0,14.0,8.0,9.0,9.0,6,12,149.0,101811888833333,3134424323514,40122431222105,12202001111020
165126817131415899513,16.0,5.0,12.0,6.0,8.0,17.0,13.0,14.0,15.0,8.0,9.0,9.0,5,13,150.0,101811888833333,3134424323514,40122431222105,21201101211011
14813121015131513679711,14.0,8.0,13.0,12.0,10.0,15.0,13.0,15.0,13.0,6.0,7.0,9.0,7,11,153.0,101811888833333,3134424323513,42373322101015,2112011110120
1571312916131414679612,15.0,7.0,13.0,12.0,9.0,16.0,13.0,14.0,14.0,6.0,7.0,9.0,6,12,153.0,101811888833333,3134424323513,42373322101015,11111110210111
15814111015121513688711,15.0,8.0,14.0,11.0,10.0,15.0,12.0,15.0,13.0,6.0,8.0,8.0,7,11,153.0,101811888833333,3134424323513,42373322101015,12202001111020
1671411916121514688612,16.0,7.0,14.0,11.0,9.0,16.0,12.0,15.0,14.0,6.0,8.0,8.0,6,12,154.0,101811888833333,3134424323513,42373322101015,21201101211011
14813121015131513679712,14.0,8.0,13.0,12.0,10.0,15.0,13.0,15.0,13.0,6.0,7.0,9.0,7,12,154.0,101811888833333,3134424323514,42373322101015,2112011110120
1571312916131414679613,15.0,7.0,13.0,12.0,9.0,16.0,13.0,14.0,14.0,6.0,7.0,9.0,6,13,154.0,101811888833333,3134424323514,42373322101015,11111110210111
15814111015121513688712,15.0,8.0,14.0,11.0,10.0,15.0,12.0,15.0,13.0,6.0,8.0,8.0,7,12,154.0,101811888833333,3134424323514,42373322101015,12202001111020
1671411916121514688613,16.0,7.0,14.0,11.0,9.0,16.0,12.0,15.0,14.0,6.0,8.0,8.0,6,13,155.0,101811888833333,3134424323514,42373322101015,21201101211011
101111812131315149913812,10.0,11.0,11.0,8.0,12.0,13.0,13.0,15.0,14.0,9.0,9.0,13.0,8,12,158.0,101811888833336,3134424323513,5135122233423,2112011110120
111011811141314159913713,11.0,10.0,11.0,8.0,11.0,14.0,13.0,14.0,15.0,9.0,9.0,13.0,7,13,158.0,101811888833336,3134424323513,5135122233423,11111110210111
1111127121312151491012812,11.0,11.0,12.0,7.0,12.0,13.0,12.0,15.0,14.0,9.0,10.0,12.0,8,12,158.0,101811888833336,3134424323513,5135122233423,12202001111020
1210127111412151591012713,12.0,10.0,12.0,7.0,11.0,14.0,12.0,15.0,15.0,9.0,10.0,12.0,7,13,159.0,101811888833336,3134424323513,5135122233423,21201101211011
10121091312141315101013109,10.0,12.0,10.0,9.0,13.0,12.0,14.0,13.0,15.0,10.0,10.0,13.0,10,9,160.0,101811888833336,3134424323513,6046030344440,2112011110120
11111091213141216101013910,11.0,11.0,10.0,9.0,12.0,13.0,14.0,12.0,16.0,10.0,10.0,13.0,9,10,160.0,101811888833336,3134424323513,6046030344440,11111110210111
11121181312131315101112109,11.0,12.0,11.0,8.0,13.0,12.0,13.0,13.0,15.0,10.0,11.0,12.0,10,9,160.0,101811888833336,3134424323513,6046030344440,12202001111020
12111181213131316101112910,12.0,11.0,11.0,8.0,12.0,13.0,13.0,13.0,16.0,10.0,11.0,12.0,9,10,161.0,101811888833336,3134424323513,6046030344440,21201101211011
1110121112131214168711913,11.0,10.0,12.0,11.0,12.0,13.0,12.0,14.0,16.0,8.0,7.0,11.0,9,13,159.0,101811888833333,3134424323514,14265111421236,2112011110120
129121111141213178711814,12.0,9.0,12.0,11.0,11.0,14.0,12.0,13.0,17.0,8.0,7.0,11.0,8,14,159.0,101811888833333,3134424323514,14265111421236,11111110210111
1210131012131114168810913,12.0,10.0,13.0,10.0,12.0,13.0,11.0,14.0,16.0,8.0,8.0,10.0,9,13,159.0,101811888833333,3134424323514,14265111421236,12202001111020
139131011141114178810814,13.0,9.0,13.0,10.0,11.0,14.0,11.0,14.0,17.0,8.0,8.0,10.0,8,14,160.0,101811888833333,3134424323514,14265111421236,21201101211011
1110121112131214168711915,11.0,10.0,12.0,11.0,12.0,13.0,12.0,14.0,16.0,8.0,7.0,11.0,9,15,161.0,101811888833336,3134424323513,14265111421236,2112011110120
129121111141213178711816,12.0,9.0,12.0,11.0,11.0,14.0,12.0,13.0,17.0,8.0,7.0,11.0,8,16,161.0,101811888833336,3134424323513,14265111421236,11111110210111
1210131012131114168810915,12.0,10.0,13.0,10.0,12.0,13.0,11.0,14.0,16.0,8.0,8.0,10.0,9,15,161.0,101811888833336,3134424323513,14265111421236,12202001111020
139131011141114178810816,13.0,9.0,13.0,10.0,11.0,14.0,11.0,14.0,17.0,8.0,8.0,10.0,8,16,162.0,101811888833336,3134424323513,14265111421236,21201101211011
12814610151317141010121014,12.0,8.0,14.0,6.0,10.0,15.0,13.0,17.0,14.0,10.0,10.0,12.0,10,14,165.0,101811888833336,3134424323513,22413324244345,2112011110120
137146916131615101012915,13.0,7.0,14.0,6.0,9.0,16.0,13.0,16.0,15.0,10.0,10.0,12.0,9,15,165.0,101811888833336,3134424323513,22413324244345,11111110210111
13815510151217141011111014,13.0,8.0,15.0,5.0,10.0,15.0,12.0,17.0,14.0,10.0,11.0,11.0,10,14,165.0,101811888833336,3134424323513,22413324244345,12202001111020
147155916121715101111915,14.0,7.0,15.0,5.0,9.0,16.0,12.0,17.0,15.0,10.0,11.0,11.0,9,15,166.0,101811888833336,3134424323513,22413324244345,21201101211011
1210121011141415159912913,12.0,10.0,12.0,10.0,11.0,14.0,14.0,15.0,15.0,9.0,9.0,12.0,9,13,165.0,101811888833336,3134424323513,24254232333334,2112011110120
139121010151414169912814,13.0,9.0,12.0,10.0,10.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8,14,165.0,101811888833336,3134424323513,24254232333334,11111110210111
1310139111413151591011913,13.0,10.0,13.0,9.0,11.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9,13,165.0,101811888833336,3134424323513,24254232333334,12202001111020
149139101513151691011814,14.0,9.0,13.0,9.0,10.0,15.0,13.0,15.0,16.0,9.0,10.0,11.0,8,14,166.0,101811888833336,3134424323513,24254232333334,21201101211011
1210121011141415159912914,12.0,10.0,12.0,10.0,11.0,14.0,14.0,15.0,15.0,9.0,9.0,12.0,9,14,166.0,101811888833336,3134424323514,24254232333334,2112011110120
139121010151414169912815,13.0,9.0,12.0,10.0,10.0,15.0,14.0,14.0,16.0,9.0,9.0,12.0,8,15,166.0,101811888833336,3134424323514,24254232333334,11111110210111
1310139111413151591011914,13.0,10.0,13.0,9.0,11.0,14.0,13.0,15.0,15.0,9.0,10.0,11.0,9,14,166.0,101811888833336,3134424323514,24254232333334,12202001111020
149139101513151691011815,14.0,9.0,13.0,9.0,10.0,15.0,13.0,15.0,16.0,9.0,10.0,11.0,8,15,167.0,101811888833336,3134424323514,24254232333334,21201101211011
1371459161117128611714,13.0,7.0,14.0,5.0,9.0,16.0,11.0,17.0,12.0,8.0,6.0,11.0,7,14,150.0,101811888833336,3134424323513,31402404020215,2112011110120
1461458171116138611615,14.0,6.0,14.0,5.0,8.0,17.0,11.0,16.0,13.0,8.0,6.0,11.0,6,15,150.0,101811888833336,3134424323513,31402404020215,11111110210111
1471549161017128710714,14.0,7.0,15.0,4.0,9.0,16.0,10.0,17.0,12.0,8.0,7.0,10.0,7,14,150.0,101811888833336,3134424323513,31402404020215,12202001111020
1561548171017138710615,15.0,6.0,15.0,4.0,8.0,17.0,10.0,17.0,13.0,8.0,7.0,10.0,6,15,151.0,101811888833336,3134424323513,31402404020215,21201101211011
139131110151515137711814,13.0,9.0,13.0,11.0,10.0,15.0,15.0,15.0,13.0,7.0,7.0,11.0,8,14,161.0,101811888833336,3134424323513,33363342111225,2112011110120
14813119161514147711715,14.0,8.0,13.0,11.0,9.0,16.0,15.0,14.0,14.0,7.0,7.0,11.0,7,15,161.0,101811888833336,3134424323513,33363342111225,11111110210111
149141010151415137810814,14.0,9.0,14.0,10.0,10.0,15.0,14.0,15.0,13.0,7.0,8.0,10.0,8,14,161.0,101811888833336,3134424323513,33363342111225,12202001111020
15814109161415147810715,15.0,8.0,14.0,10.0,9.0,16.0,14.0,15.0,14.0,7.0,8.0,10.0,7,15,162.0,101811888833336,3134424323513,33363342111225,21201101211011
139131110151515137711815,13.0,9.0,13.0,11.0,10.0,15.0,15.0,15.0,13.0,7.0,7.0,11.0,8,15,162.0,101811888833336,3134424323514,33363342111225,2112011110120
14813119161514147711716,14.0,8.0,13.0,11.0,9.0,16.0,15.0,14.0,14.0,7.0,7.0,11.0,7,16,162.0,101811888833336,3134424323514,33363342111225,11111110210111
149141010151415137810815,14.0,9.0,14.0,10.0,10.0,15.0,14.0,15.0,13.0,7.0,8.0,10.0,8,15,162.0,101811888833336,3134424323514,33363342111225,12202001111020
15814109161415147810716,15.0,8.0,14.0,10.0,9.0,16.0,14.0,15.0,14.0,7.0,8.0,10.0,7,16,163.0,101811888833336,3134424323514,33363342111225,21201101211011
1461179161414148810614,14.0,6.0,11.0,7.0,9.0,16.0,14.0,14.0,14.0,8.0,8.0,10.0,6,14,151.0,101811888833336,3134424323513,40122431222105,2112011110120
1551178171413158810515,15.0,5.0,11.0,7.0,8.0,17.0,14.0,13.0,15.0,8.0,8.0,10.0,5,15,151.0,101811888833336,3134424323513,40122431222105,11111110210111
156126916131414899614,15.0,6.0,12.0,6.0,9.0,16.0,13.0,14.0,14.0,8.0,9.0,9.0,6,14,151.0,101811888833336,3134424323513,40122431222105,12202001111020
165126817131415899515,16.0,5.0,12.0,6.0,8.0,17.0,13.0,14.0,15.0,8.0,9.0,9.0,5,15,152.0,101811888833336,3134424323513,40122431222105,21201101211011
1461179161414148810615,14.0,6.0,11.0,7.0,9.0,16.0,14.0,14.0,14.0,8.0,8.0,10.0,6,15,152.0,101811888833336,3134424323514,40122431222105,2112011110120
1551178171413158810516,15.0,5.0,11.0,7.0,8.0,17.0,14.0,13.0,15.0,8.0,8.0,10.0,5,16,152.0,101811888833336,3134424323514,40122431222105,11111110210111
156126916131414899615,15.0,6.0,12.0,6.0,9.0,16.0,13.0,14.0,14.0,8.0,9.0,9.0,6,15,152.0,101811888833336,3134424323514,40122431222105,12202001111020
165126817131415899516,16.0,5.0,12.0,6.0,8.0,17.0,13.0,14.0,15.0,8.0,9.0,9.0,5,16,153.0,101811888833336,3134424323514,40122431222105,21201101211011
14813121015131513679714,14.0,8.0,13.0,12.0,10.0,15.0,13.0,15.0,13.0,6.0,7.0,9.0,7,14,156.0,101811888833336,3134424323513,42373322101015,2112011110120
1571312916131414679615,15.0,7.0,13.0,12.0,9.0,16.0,13.0,14.0,14.0,6.0,7.0,9.0,6,15,156.0,101811888833336,3134424323513,42373322101015,11111110210111
15814111015121513688714,15.0,8.0,14.0,11.0,10.0,15.0,12.0,15.0,13.0,6.0,8.0,8.0,7,14,156.0,101811888833336,3134424323513,42373322101015,12202001111020
1671411916121514688615,16.0,7.0,14.0,11.0,9.0,16.0,12.0,15.0,14.0,6.0,8.0,8.0,6,15,157.0,101811888833336,3134424323513,42373322101015,21201101211011
14813121015131513679715,14.0,8.0,13.0,12.0,10.0,15.0,13.0,15.0,13.0,6.0,7.0,9.0,7,15,157.0,101811888833336,3134424323514,42373322101015,2112011110120
1571312916131414679616,15.0,7.0,13.0,12.0,9.0,16.0,13.0,14.0,14.0,6.0,7.0,9.0,6,16,157.0,101811888833336,3134424323514,42373322101015,11111110210111
15814111015121513688715,15.0,8.0,14.0,11.0,10.0,15.0,12.0,15.0,13.0,6.0,8.0,8.0,7,15,157.0,101811888833336,3134424323514,42373322101015,12202001111020
1671411916121514688616,16.0,7.0,14.0,11.0,9.0,16.0,12.0,15.0,14.0,6.0,8.0,8.0,6,16,158.0,101811888833336,3134424323514,42373322101015,21201101211011
1155111677981414181311,1.0,15.0,5.0,11.0,16.0,7.0,7.0,9.0,8.0,14.0,14.0,18.0,13,11,149.0,15245222288885,3134424323513,5135122233423,2112011110120
2145111587891414181212,2.0,14.0,5.0,11.0,15.0,8.0,7.0,8.0,9.0,14.0,14.0,18.0,12,12,149.0,15245222288885,3134424323513,5135122233423,11111110210111
2156101676981415171311,2.0,15.0,6.0,10.0,16.0,7.0,6.0,9.0,8.0,14.0,15.0,17.0,13,11,149.0,15245222288885,3134424323513,5135122233423,12202001111020
3146101586991415171212,3.0,14.0,6.0,10.0,15.0,8.0,6.0,9.0,9.0,14.0,15.0,17.0,12,12,150.0,15245222288885,3134424323513,5135122233423,21201101211011
116412176879151518158,1.0,16.0,4.0,12.0,17.0,6.0,8.0,7.0,9.0,15.0,15.0,18.0,15,8,151.0,15245222288885,3134424323513,6046030344440,2112011110120
2154121678610151518149,2.0,15.0,4.0,12.0,16.0,7.0,8.0,6.0,10.0,15.0,15.0,18.0,14,9,151.0,15245222288885,3134424323513,6046030344440,11111110210111
216511176779151617158,2.0,16.0,5.0,11.0,17.0,6.0,7.0,7.0,9.0,15.0,16.0,17.0,15,8,151.0,15245222288885,3134424323513,6046030344440,12202001111020
3155111677710151617149,3.0,15.0,5.0,11.0,16.0,7.0,7.0,7.0,10.0,15.0,16.0,17.0,14,9,152.0,15245222288885,3134424323513,6046030344440,21201101211011
21461416768101312161412,2.0,14.0,6.0,14.0,16.0,7.0,6.0,8.0,10.0,13.0,12.0,16.0,14,12,150.0,15245222288885,3134424323513,14265111421234,2112011110120
31361415867111312161313,3.0,13.0,6.0,14.0,15.0,8.0,6.0,7.0,11.0,13.0,12.0,16.0,13,13,150.0,15245222288885,3134424323513,14265111421234,11111110210111
31471316758101313151412,3.0,14.0,7.0,13.0,16.0,7.0,5.0,8.0,10.0,13.0,13.0,15.0,14,12,150.0,15245222288885,3134424323513,14265111421234,12202001111020
41371315858111313151313,4.0,13.0,7.0,13.0,15.0,8.0,5.0,8.0,11.0,13.0,13.0,15.0,13,13,151.0,15245222288885,3134424323513,14265111421234,21201101211011
21461416768101312161414,2.0,14.0,6.0,14.0,16.0,7.0,6.0,8.0,10.0,13.0,12.0,16.0,14,14,152.0,15245222288885,3134424323513,14265111421236,2112011110120
31361415867111312161315,3.0,13.0,6.0,14.0,15.0,8.0,6.0,7.0,11.0,13.0,12.0,16.0,13,15,152.0,15245222288885,3134424323513,14265111421236,11111110210111
31471316758101313151414,3.0,14.0,7.0,13.0,16.0,7.0,5.0,8.0,10.0,13.0,13.0,15.0,14,14,152.0,15245222288885,3134424323513,14265111421236,12202001111020
41371315858111313151315,4.0,13.0,7.0,13.0,15.0,8.0,5.0,8.0,11.0,13.0,13.0,15.0,13,15,153.0,15245222288885,3134424323513,14265111421236,21201101211011
3128914971181515171513,3.0,12.0,8.0,9.0,14.0,9.0,7.0,11.0,8.0,15.0,15.0,17.0,15,13,156.0,15245222288885,3134424323513,22413324244345,2112011110120
41189131071091515171414,4.0,11.0,8.0,9.0,13.0,10.0,7.0,10.0,9.0,15.0,15.0,17.0,14,14,156.0,15245222288885,3134424323513,22413324244345,11111110210111
4129814961181516161513,4.0,12.0,9.0,8.0,14.0,9.0,6.0,11.0,8.0,15.0,16.0,16.0,15,13,156.0,15245222288885,3134424323513,22413324244345,12202001111020
